Time(day),a(km),e,i(deg),n(deg),w(deg),f(deg),hp(km)
464.52282135,24934.116131,0.7186097, 28.1906,341.5633, 19.3622,148.6022,638.083705
466.33693488,24934.021129,0.7184789, 28.1830,340.9783, 20.3287,148.7077,641.318912
469.51153251,24934.150882,0.7181766, 28.1714,339.9573, 22.0006,148.8076,648.891434
469.51156964,24934.150317,0.7181766, 28.1714,339.9573, 22.0006,148.8206,648.891526
471.32561340,24934.237817,0.7180765, 28.1694,339.3767, 22.9428,148.8930,651.413269
473.59315458,24934.343155,0.7181104, 28.1660,338.6531, 24.1210,148.9932,650.597494
474.50019062,24934.349820,0.7181557, 28.1649,338.3646, 24.5948,149.0384,649.468739
474.50019590,24934.349755,0.7181557, 28.1649,338.3646, 24.5948,149.0402,649.468745
476.31428360,24934.199351,0.7182459, 28.1612,337.7840, 25.5513,149.1181,647.177797
477.22134969,24934.127873,0.7182684, 28.1573,337.4914, 26.0344,149.1551,646.596602
477.67489945,24934.119650,0.7182692, 28.1549,337.3450, 26.2774,149.1758,646.573306
478.58192143,24933.996771,0.7182413, 28.1504,337.0524, 26.7631,149.1828,647.236331
478.58194379,24933.996549,0.7182413, 28.1504,337.0524, 26.7631,149.1906,647.236442
