Time(day),a(km),e,i(deg),n(deg),w(deg),m(deg),hp(km)
356.96840445,42147.426053,0.0001010,  4.7829, 68.7345,259.3449,104.0587,35765.035145
359.95817321,42147.125682,0.0001693,  4.7876, 68.7301,276.1347, 87.2160,35761.856671
361.95127617,42147.849361,0.0001968,  4.7919, 68.6796,291.7829, 71.5568,35761.418755
364.94086864,42148.668567,0.0002098,  4.8025, 68.6145,306.2667, 57.0331,35761.691334
372.91380607,42147.019584,0.0001809,  4.8241, 68.6735,287.9259, 75.2827,35761.258099
375.90349194,42147.188455,0.0002294,  4.8279, 68.6352,283.6148, 79.5526,35759.385233
379.88967097,42148.830410,0.0002667,  4.8409, 68.5524,299.0466, 64.0808,35759.455088
386.86597711,42146.561692,0.0003066,  4.8591, 68.6335,291.3480, 71.6445,35755.503021
388.85903375,42147.333955,0.0003512,  4.8617, 68.5914,300.0603, 62.8915,35754.397602
390.85208714,42148.116885,0.0003721,  4.8667, 68.5418,307.5345, 55.3881,35754.298061
393.84181064,42148.411262,0.0003692,  4.8767, 68.5166,313.3773, 49.5081,35754.713201
395.83506288,42148.038028,0.0003534,  4.8823, 68.5359,313.7056, 49.1542,35755.008791
399.82158353,42146.965749,0.0003326,  4.8870, 68.5783,306.1421, 56.6565,35754.814561
401.81472646,42146.907061,0.0003515,  4.8878, 68.5623,302.3605, 60.3974,35753.956709
406.79740725,42148.760494,0.0004237,  4.8976, 68.4478,310.1879, 52.4819,35752.768679
413.77374461,42146.747982,0.0004322,  4.9130, 68.4966,306.8932, 55.6341,35750.397919
417.75991656,42148.446664,0.0005298,  4.9176, 68.3878,317.2708, 45.1853,35747.982436
425.73266222,42147.960743,0.0004889,  4.9352, 68.3533,322.9790, 39.3003,35749.217577
428.72255133,42147.690614,0.0004891,  4.9357, 68.3261,318.9036, 43.3455,35748.941493
430.71570075,42148.224101,0.0005189,  4.9369, 68.2701,318.2785, 43.9459,35748.219749
433.70532438,42149.643303,0.0005664,  4.9434, 68.1740,322.9479, 39.2169,35747.634801
435.69857458,42149.963938,0.0005640,  4.9500, 68.1428,326.7385, 35.4147,35748.056941
437.69183012,42149.239569,0.0005359,  4.9558, 68.1487,327.3259, 34.7759,35748.516412
443.67152236,42149.083867,0.0006407,  4.9609, 68.0716,326.1784, 35.7955,35743.945190
447.65780344,42150.499354,0.0006849,  4.9719, 67.9411,334.0670, 27.8376,35743.496723
454.63437545,42149.361027,0.0006147,  4.9841, 67.8990,335.3753, 26.3991,35745.317240
454.63446238,42149.360923,0.0006147,  4.9841, 67.8990,335.3775, 26.4282,35745.317763
457.62426305,42149.870886,0.0006333,  4.9862, 67.8133,333.3457, 28.3964,35745.042671
459.61742015,42150.889551,0.0006711,  4.9902, 67.7333,334.6548, 27.0512,35744.468390
461.61063307,42151.766370,0.0006957,  4.9969, 67.6680,338.0162, 23.6596,35744.307283
461.61063308,42151.766370,0.0006957,  4.9969, 67.6680,338.0162, 23.6596,35744.307283
463.60391319,42151.717082,0.0006837,  5.0043, 67.6398,341.0024, 20.6285,35744.763769
472.57368039,42152.045547,0.0007851,  5.0207, 67.4660,342.3707, 19.0287,35740.818234
477.55696340,42152.432327,0.0007810,  5.0387, 67.3667,349.1910, 12.0982,35741.374257
479.55037895,42151.975308,0.0007509,  5.0432, 67.3616,350.1568, 11.0812,35742.188116
482.54046582,42151.634652,0.0007146,  5.0468, 67.3255,349.3700, 11.7949,35743.377215
484.53386735,42152.040933,0.0007188,  5.0493, 67.2660,348.1867, 12.9629,35743.606155
486.52712189,42153.034364,0.0007508,  5.0541, 67.1877,348.3664, 12.7320,35743.250377
515.72340754,42154.332753,0.0007065,  5.1393, 66.6813,  4.0992,101.3925,35746.416313
519.41928490,42155.836536,0.0007882,  5.1562, 66.6659,  8.4937,351.6715,35744.472276
520.41618380,42155.310145,0.0007672,  5.1592, 66.6776,  8.5320,351.6179,35744.835326
524.40353054,42155.450118,0.0007933,  5.1660, 66.6499,  5.2645,354.7892,35743.873479
526.39709490,42156.491840,0.0008433,  5.1711, 66.5893,  5.9995,354.0107,35742.805415
529.38753711,42157.420643,0.0008794,  5.1830, 66.5233,  9.5112,350.4429,35742.213396
536.36586086,42156.365224,0.0007812,  5.2025, 66.5481, 15.8715,343.9504,35745.296675
538.35941054,42156.566879,0.0007570,  5.2051, 66.5254, 15.3886,344.3175,35746.518473
540.35309890,42157.323037,0.0007598,  5.2090, 66.4798, 14.4568,345.2030,35747.157921
545.33745367,42158.806089,0.0008005,  5.2286, 66.4094, 18.9910,340.5491,35746.921750
547.33139958,42157.759023,0.0007568,  5.2357, 66.4404, 21.3759,338.1194,35747.717210
553.31493367,42158.596003,0.0007903,  5.2455, 66.4011, 17.0617,342.9968,35747.142415
553.31493431,42158.595999,0.0007903,  5.2455, 66.4011, 17.0617,342.9970,35747.142413
561.28867987,42158.934271,0.0007804,  5.2706, 66.3783, 26.2821,332.9094,35747.896844
565.27654524,42158.765519,0.0007061,  5.2743, 66.3802, 27.7385,331.3240,35750.861368
566.27352129,42159.037253,0.0006973,  5.2753, 66.3646, 27.2812,331.7655,35751.503664
566.27352140,42159.037253,0.0006973,  5.2753, 66.3646, 27.2812,331.7655,35751.503663
