Time(day),a(km),e,i(deg),n(deg),w(deg),m(deg),hp(km)
276.76326932,24931.406752,0.7160623, 28.1266, 41.1998,281.8253, 62.7514,700.831768
280.84480879,24931.342878,0.7161661, 28.1297, 39.9051,283.9262, 63.3852,698.225950
283.11236444,24931.019615,0.7162209, 28.1329, 39.1759,285.1202, 63.7096,696.767774
285.83348785,24930.917327,0.7160515, 28.1377, 38.2892,286.5633, 64.1627,700.962035
288.10106451,24930.891942,0.7157844, 28.1426, 37.5624,287.7415, 64.5370,707.613414
288.10111206,24930.891205,0.7157844, 28.1426, 37.5624,287.7415, 64.5747,707.613257
289.00809391,24930.907497,0.7157058, 28.1443, 37.2741,288.2045, 64.7051,709.577837
290.82213992,24931.215149,0.7156571, 28.1448, 36.7024,289.1242, 65.0375,710.878259
291.27565072,24931.321561,0.7156666, 28.1446, 36.5608,289.3541, 65.1165,710.672526
294.90378250,24930.849964,0.7158705, 28.1489, 35.4056,291.2288, 65.7578,705.453840
295.81082724,24930.882444,0.7158941, 28.1498, 35.1131,291.7060, 65.9195,704.875595
298.98551812,24930.524955,0.7157677, 28.1577, 34.0888,293.3776, 66.5051,707.924904
300.79960670,24930.729709,0.7155945, 28.1607, 33.5075,294.3197, 66.8527,712.301779
304.88126745,24930.778321,0.7153567, 28.1655, 32.2236,296.3937, 67.6445,718.242895
306.24178840,24931.052606,0.7153875, 28.1648, 31.7981,297.0819, 67.8887,717.555067
309.86995015,24930.610735,0.7155933, 28.1693, 30.6492,298.9498, 68.5864,712.296895
310.77701347,24930.657849,0.7156158, 28.1703, 30.3589,299.4240, 68.7726,711.750835
313.04467884,24930.396348,0.7155423, 28.1755, 29.6350,300.6108, 69.2279,713.508149
313.95173872,24930.263272,0.7154653, 28.1779, 29.3456,301.0816, 69.4179,715.389653
314.85880184,24930.296544,0.7153750, 28.1795, 29.0575,301.5484, 69.6195,717.649617
315.76584381,24930.485720,0.7152883, 28.1799, 28.7717,302.0107, 69.8076,719.866929
316.67288766,24930.679849,0.7152215, 28.1800, 28.4883,302.4693, 69.9974,721.586850
317.12640655,24930.714227,0.7152001, 28.1802, 28.3474,302.6975, 70.0907,722.130888
318.03343278,24930.635982,0.7151871, 28.1810, 28.0644,303.1531, 70.2723,722.432330
318.94047275,24930.585110,0.7152120, 28.1816, 27.7804,303.6094, 70.4710,721.797473
320.75456116,24930.733499,0.7153441, 28.1819, 27.2084,304.5312, 70.8677,718.544351
321.20807730,24930.808696,0.7153839, 28.1818, 27.0655,304.7637, 70.9561,717.573564
323.02218407,24930.482873,0.7155260, 28.1853, 26.4887,305.7050, 71.3267,713.939890
323.02219081,24930.482857,0.7155260, 28.1853, 26.4887,305.7050, 71.3320,713.939894
323.92926166,24930.296155,0.7155649, 28.1879, 26.1983,306.1787, 71.5339,712.915451
325.74338236,24930.281341,0.7155562, 28.1917, 25.6176,307.1268, 71.9245,713.129979
325.74340342,24930.281270,0.7155562, 28.1917, 25.6176,307.1268, 71.9412,713.130025
327.10398814,24930.330910,0.7154854, 28.1940, 25.1866,307.8336, 72.2244,714.906904
328.91811454,24930.054309,0.7153533, 28.1978, 24.6143,308.7649, 72.6383,718.121769
330.73220089,24930.261197,0.7152467, 28.1984, 24.0451,309.6840, 73.0517,720.838368
330.73220500,24930.261166,0.7152467, 28.1984, 24.0451,309.6840, 73.0549,720.838364
331.63925095,24930.425271,0.7152268, 28.1977, 23.7625,310.1409, 73.2625,721.381541
332.99982135,24930.359538,0.7152535, 28.1982, 23.3385,310.8261, 73.5762,720.696743
333.90686238,24930.284582,0.7153057, 28.1988, 23.0540,311.2844, 73.7855,719.374621
334.81389744,24930.290240,0.7153780, 28.1994, 22.7681,311.7455, 73.9903,717.575102
335.72094942,24930.380661,0.7154617, 28.1996, 22.4813,312.2098, 74.2024,715.513059
336.62796704,24930.438105,0.7155451, 28.2001, 22.1945,312.6778, 74.3770,713.450415
339.80270950,24929.899438,0.7156825, 28.2076, 21.1859,314.3308, 75.1219,709.871782
340.70978061,24929.948069,0.7156562, 28.2089, 20.8980,314.8023, 75.3397,710.540156
341.61684398,24930.059035,0.7156077, 28.2095, 20.6120,315.2714, 75.5490,711.781257
342.07038850,24930.053464,0.7155781, 28.2099, 20.4699,315.5047, 75.6645,712.519302
342.97744867,24929.947517,0.7155179, 28.2111, 20.1855,315.9686, 75.8786,713.987697
343.88449170,24929.898696,0.7154661, 28.2119, 19.9013,316.4287, 76.0907,715.265600
343.88450036,24929.898641,0.7154661, 28.2119, 19.9013,316.4287, 76.0975,715.265604
345.69858987,24930.173022,0.7154413, 28.2113, 19.3325,317.3434, 76.5421,715.962495
347.96621355,24930.285032,0.7156072, 28.2116, 18.6206,318.4931, 77.0882,711.858660
348.87324395,24930.161531,0.7157113, 28.2134, 18.3331,318.9582, 77.2900,709.229003
349.78030882,24930.109595,0.7158154, 28.2152, 18.0442,319.4271, 77.5168,706.618526
350.68736122,24930.138684,0.7159075, 28.2169, 17.7547,319.8990, 77.7271,704.330898
351.59443019,24930.176358,0.7159778, 28.2183, 17.4659,320.3731, 77.9413,702.589555
352.04796682,24930.144370,0.7160027, 28.2194, 17.3222,320.6107, 78.0483,701.959654
352.95504366,24929.934524,0.7160312, 28.2220, 17.0341,321.0854, 78.2663,701.188696
356.58338195,24929.951903,0.7159194, 28.2268, 15.8868,322.9645, 79.2129,703.980714
357.94383497,24929.885331,0.7158648, 28.2273, 15.4608,323.6591, 79.4405,705.323824
358.85093583,24929.831665,0.7158492, 28.2278, 15.1763,324.1193, 79.7085,705.696056
360.66502976,24930.024735,0.7158995, 28.2277, 14.6048,325.0387, 80.1714,704.498091
361.57206348,24930.204522,0.7159711, 28.2273, 14.3189,325.5005, 80.3853,702.764313
362.93263566,24930.115909,0.7161212, 28.2290, 13.8894,326.1986, 80.7144,698.996761
363.83969255,24929.982854,0.7162312, 28.2312, 13.6015,326.6674, 80.9404,696.217531
365.65382125,24929.918715,0.7164160, 28.2353, 13.0234,327.6136, 81.3954,691.590990
366.56089501,24929.966464,0.7164721, 28.2364, 12.7352,328.0893, 81.6199,690.205625
367.01443733,24929.940606,0.7164883, 28.2372, 12.5919,328.3274, 81.7348,689.795497
367.92151424,24929.741277,0.7164975, 28.2390, 12.3050,328.8024, 81.9604,689.509263
368.82858879,24929.585432,0.7164779, 28.2407, 12.0184,329.2750, 82.1923,689.953525
371.54977325,24929.812541,0.7163643, 28.2405, 11.1600,330.6761, 82.8921,692.848598
372.91034085,24929.830029,0.7163607, 28.2403, 10.7325,331.3703, 83.2303,692.943367
